CNN Model,Input Type,Target Type,Trial,Day,Hour,Class 0 F1 Score,Class 1 F1 Score,Class 2 F1 Score,Class 3 F1 Score,Class 4 F1 Score,Class 5 F1 Score,Class 6 F1 Score
cgnet,rois,multiclass,1,7,9am,0.7826196551322937,0.5759208798408508,0.8573301434516907,0.8415128588676453,0.8562692403793335,0.7173100709915161,0.0
cgnet,rois,multiclass,1,7,10am,0.7712147831916809,0.5687701106071472,0.8551055192947388,0.8475627899169922,0.8505203127861023,0.6386522650718689,0.0
cgnet,rois,multiclass,1,7,11am,0.7757789492607117,0.5733983516693115,0.8538403511047363,0.8467912077903748,0.8475419878959656,0.6374974250793457,0.0
cgnet,rois,multiclass,1,7,12pm,0.7800424695014954,0.5767908096313477,0.858485996723175,0.8495596647262573,0.8544278740882874,0.6681274771690369,0.0
cgnet,rois,multiclass,1,7,1pm,0.7913234829902649,0.5872048735618591,0.8601584434509277,0.853668212890625,0.8636114001274109,0.7120162844657898,0.0
cgnet,rois,multiclass,1,7,2pm,0.7934796810150146,0.5883783102035522,0.8486078977584839,0.8421702980995178,0.8453459739685059,0.6023483276367188,0.0
cgnet,rois,multiclass,1,7,3pm,0.7853476405143738,0.5808054804801941,0.8477358222007751,0.8389800190925598,0.8335942625999451,0.6275491714477539,0.0
cgnet,rois,multiclass,1,7,4pm,0.7955000400543213,0.5918995141983032,0.8561304807662964,0.8483496904373169,0.8647370338439941,0.6935415863990784,0.0
cgnet,rois,multiclass,1,7,5pm,0.7766229510307312,0.5687974691390991,0.8328473567962646,0.8375667333602905,0.8299816250801086,0.5462769865989685,0.0
cgnet,rois,multiclass,1,7,6pm,0.7729493379592896,0.5709453821182251,0.8468401432037354,0.8274862170219421,0.8280690312385559,0.608293354511261,0.0
cgnet,rois,multiclass,1,7,7pm,0.7810990810394287,0.5758389830589294,0.8397327661514282,0.8392683267593384,0.8458825945854187,0.637464702129364,0.0
cgnet,rois,multiclass,1,7,8pm,0.7679737210273743,0.5647200345993042,0.8526148200035095,0.8425474166870117,0.8383693099021912,0.5839942097663879,0.0
cgnet,rois,multiclass,1,8,8am,0.7643687725067139,0.5653780102729797,0.8640687465667725,0.8487727046012878,0.8640430569648743,0.6965572237968445,0.0
cgnet,rois,multiclass,1,8,9am,0.783750057220459,0.582389235496521,0.8671780228614807,0.8447085022926331,0.865803062915802,0.756831169128418,0.0
cgnet,rois,multiclass,1,8,10am,0.7836374640464783,0.5837217569351196,0.8709830045700073,0.8491291403770447,0.8745808601379395,0.7813696265220642,0.0
cgnet,rois,multiclass,1,8,11am,0.7706586122512817,0.5719397068023682,0.8677777051925659,0.8477916121482849,0.8611502647399902,0.695611298084259,0.0
cgnet,rois,multiclass,1,8,12pm,0.7624543309211731,0.5631967186927795,0.8601346611976624,0.8341248631477356,0.849115252494812,0.6817859411239624,0.0
cgnet,rois,multiclass,1,8,1pm,0.7603029012680054,0.5621051788330078,0.8664472699165344,0.8448734283447266,0.8537155985832214,0.7207207083702087,0.0
cgnet,rois,multiclass,1,8,2pm,0.7521712779998779,0.5567885637283325,0.8603784441947937,0.8399961590766907,0.8432605862617493,0.6716721057891846,0.0
cgnet,rois,multiclass,1,8,3pm,0.7439011931419373,0.5479183793067932,0.8391256332397461,0.8242651224136353,0.7941203117370605,0.5048516392707825,0.0
cgnet,rois,multiclass,1,8,5pm,0.7773944139480591,0.5744560360908508,0.849149763584137,0.8387480974197388,0.8565173745155334,0.7313475012779236,0.0
cgnet,rois,multiclass,1,8,6pm,0.7851846814155579,0.5817092061042786,0.8524277210235596,0.8458463549613953,0.8682755827903748,0.7719298005104065,0.0
cgnet,rois,multiclass,1,8,7pm,0.7839101552963257,0.5811755657196045,0.8526394963264465,0.8420103192329407,0.8588539958000183,0.747418224811554,0.0
cgnet,rois,multiclass,1,8,8pm,0.7642855644226074,0.5657831430435181,0.8588321208953857,0.8410925269126892,0.8518373370170593,0.6934906840324402,0.0
cgnet,rois,multiclass,1,9,8am,0.7525112628936768,0.5570443868637085,0.8628680109977722,0.8532245755195618,0.88814777135849,0.8451905846595764,0.5814905762672424
cgnet,rois,multiclass,1,9,9am,0.7540790438652039,0.5602970123291016,0.8670459389686584,0.8559862375259399,0.885404109954834,0.8553997278213501,0.7006369233131409
cgnet,rois,multiclass,1,9,10am,0.765069842338562,0.5674256682395935,0.8656108379364014,0.8512468934059143,0.8848572373390198,0.8535370230674744,0.7134328484535217
cgnet,rois,multiclass,1,9,11am,0.7618302702903748,0.569088876247406,0.8689853549003601,0.8570087552070618,0.8801186084747314,0.8344513773918152,0.6032814383506775
cgnet,rois,multiclass,1,9,12pm,0.7634141445159912,0.5686741471290588,0.8678770065307617,0.8573602437973022,0.8887572884559631,0.8535916805267334,0.641037106513977
cgnet,rois,multiclass,1,9,1pm,0.7680615782737732,0.5740762948989868,0.8662120699882507,0.8575603365898132,0.8825483918190002,0.83504319190979,0.6157149076461792
cgnet,rois,multiclass,1,9,2pm,0.7697737216949463,0.5751672983169556,0.8663161993026733,0.8570674061775208,0.8800434470176697,0.8246116042137146,0.5880903601646423
cgnet,rois,multiclass,1,9,3pm,0.7710100412368774,0.5749276876449585,0.8609911203384399,0.8573563694953918,0.891136646270752,0.8527624011039734,0.5987421274185181
cgnet,rois,multiclass,1,9,4pm,0.7812858819961548,0.5841526985168457,0.8640127182006836,0.8513327240943909,0.8892714381217957,0.8601012825965881,0.7260759472846985
cgnet,rois,multiclass,1,9,5pm,0.7576041221618652,0.5599001049995422,0.8572940230369568,0.8510398268699646,0.8809645771980286,0.8017259836196899,0.5256597995758057
cgnet,rois,multiclass,1,9,6pm,0.7577677369117737,0.5632507801055908,0.8553798794746399,0.8441973328590393,0.8687162399291992,0.7913613319396973,0.5334821343421936
cgnet,rois,multiclass,1,9,7pm,0.7520078420639038,0.558000922203064,0.8455753326416016,0.802263081073761,0.8012639284133911,0.7085939049720764,0.6146592497825623
cgnet,rois,multiclass,1,9,8pm,0.742468535900116,0.5518253445625305,0.8560301661491394,0.8387798070907593,0.8349997997283936,0.7314513325691223,0.5511144995689392
cgnet,rois,multiclass,1,10,8am,0.7653818130493164,0.5725106596946716,0.8715106844902039,0.8584834337234497,0.8737420439720154,0.8859952092170715,0.7900110483169556
cgnet,rois,multiclass,1,10,9am,0.7755331993103027,0.5817344188690186,0.8657670021057129,0.8462126851081848,0.8637542128562927,0.8916953206062317,0.7843190431594849
cgnet,rois,multiclass,1,10,11am,0.7637054324150085,0.5685406923294067,0.8626755475997925,0.8646453022956848,0.8810139298439026,0.8874427080154419,0.7764134407043457
cgnet,rois,multiclass,1,10,12pm,0.767122745513916,0.574030339717865,0.8683817386627197,0.8522140979766846,0.862341046333313,0.8845395445823669,0.7716535329818726
cgnet,rois,multiclass,1,10,1pm,0.7757190465927124,0.580381453037262,0.8628817200660706,0.8494532704353333,0.8647236824035645,0.8920556902885437,0.7701714634895325
cgnet,rois,multiclass,1,10,2pm,0.7718473672866821,0.5762297511100769,0.8563295602798462,0.8500348925590515,0.8634774684906006,0.882364809513092,0.765366792678833
cgnet,rois,multiclass,1,10,3pm,0.7617071866989136,0.570469856262207,0.862468421459198,0.856126606464386,0.8650281429290771,0.8758323788642883,0.749385416507721
cgnet,rois,multiclass,1,10,4pm,0.779813826084137,0.5859172344207764,0.859891951084137,0.8578842282295227,0.8770039677619934,0.8839939832687378,0.7591986656188965
cgnet,rois,multiclass,1,10,5pm,0.7684444785118103,0.5752930641174316,0.8522975444793701,0.8473079204559326,0.86659836769104,0.8749945163726807,0.732600748538971
cgnet,rois,multiclass,1,10,6pm,0.7667940855026245,0.5733310580253601,0.8547303676605225,0.8488321304321289,0.8682931661605835,0.8780573010444641,0.7595764398574829
cgnet,rois,multiclass,1,10,7pm,0.7661078572273254,0.5738584995269775,0.8532052636146545,0.8396287560462952,0.8614802956581116,0.8815786838531494,0.7586027383804321
cgnet,rois,multiclass,1,10,8pm,0.7671975493431091,0.5746808648109436,0.8589534163475037,0.8486210107803345,0.8660747408866882,0.884264349937439,0.7620798349380493
cgnet,rois,multiclass,1,11,8am,0.7792270183563232,0.5870124697685242,0.8579604625701904,0.8555507063865662,0.8873492479324341,0.8826609253883362,0.8239589333534241
cgnet,rois,multiclass,1,11,9am,0.7746011018753052,0.5811788439750671,0.8508095741271973,0.8487507104873657,0.8751136064529419,0.8714353442192078,0.8070365190505981
cgnet,rois,multiclass,1,11,10am,0.778571367263794,0.585281491279602,0.8537363409996033,0.8473598957061768,0.8745434284210205,0.875192403793335,0.8188260793685913
cgnet,rois,multiclass,1,11,11am,0.7822695374488831,0.5905352234840393,0.8578833341598511,0.8503291606903076,0.8755899667739868,0.8713928461074829,0.8259280920028687
cgnet,rois,multiclass,1,11,12pm,0.7872989177703857,0.5956097841262817,0.8571062088012695,0.8446301817893982,0.8741763830184937,0.8729161024093628,0.8112489581108093
cgnet,rois,multiclass,1,11,1pm,0.7838834524154663,0.5929975509643555,0.8586449027061462,0.8357397317886353,0.8632860779762268,0.8683401942253113,0.8170129656791687
cgnet,rois,multiclass,1,11,2pm,0.7883130311965942,0.595564067363739,0.8532724976539612,0.8473520874977112,0.872025728225708,0.8701875805854797,0.8154032826423645
cgnet,rois,multiclass,1,11,3pm,0.7872479557991028,0.5936952829360962,0.8518401384353638,0.8475249409675598,0.8743981122970581,0.872770369052887,0.8284594416618347
cgnet,rois,multiclass,1,11,4pm,0.7847485542297363,0.5920989513397217,0.8552935123443604,0.853759765625,0.8800543546676636,0.8766010999679565,0.8310530781745911
cgnet,rois,multiclass,1,11,5pm,0.7869664430618286,0.5946246981620789,0.8576439619064331,0.8499491810798645,0.8819200396537781,0.8796040415763855,0.8172709345817566
cgnet,rois,multiclass,1,11,6pm,0.7814767956733704,0.5890704393386841,0.8556832671165466,0.8512815237045288,0.8779700994491577,0.8704624772071838,0.8187656402587891
cgnet,rois,multiclass,1,11,7pm,0.7667598724365234,0.5753875970840454,0.8482288718223572,0.8203341364860535,0.8468979001045227,0.8513938188552856,0.8243105411529541
cgnet,rois,multiclass,1,11,8pm,0.764995813369751,0.5773788094520569,0.8560652136802673,0.8403628468513489,0.8480545282363892,0.8377093076705933,0.8138927221298218
cgnet,rois,multiclass,1,12,8am,0.7424232363700867,0.5599886775016785,0.8415226340293884,0.8210033178329468,0.8319580554962158,0.819173276424408,0.9038309454917908
cgnet,rois,multiclass,1,12,9am,0.814874529838562,0.6275909543037415,0.8453800678253174,0.8216899633407593,0.8451688885688782,0.8446230292320251,0.9159969091415404
cgnet,rois,multiclass,1,12,10am,0.810673713684082,0.6266033053398132,0.8546276092529297,0.8324260115623474,0.8491422533988953,0.8521714210510254,0.9230623841285706
cgnet,rois,multiclass,1,12,11am,0.8023245930671692,0.6186347007751465,0.8585301041603088,0.8345432281494141,0.8560382127761841,0.8653950095176697,0.9285815954208374
cgnet,rois,multiclass,1,12,12pm,0.79786217212677,0.6144943237304688,0.8613707423210144,0.8427972793579102,0.8637364506721497,0.8729292154312134,0.931224524974823
cgnet,rois,multiclass,1,12,1pm,0.8002587556838989,0.616856575012207,0.8660142421722412,0.8485543131828308,0.8649353384971619,0.8737507462501526,0.9275299906730652
cgnet,rois,multiclass,1,12,2pm,0.8001471161842346,0.611595630645752,0.848132312297821,0.8483197689056396,0.8659863471984863,0.8705185055732727,0.9189444780349731
cgnet,rois,multiclass,1,12,3pm,0.7807115912437439,0.5924738049507141,0.8433544039726257,0.8344004154205322,0.8430817127227783,0.8251557946205139,0.8965928554534912
cgnet,rois,multiclass,1,12,4pm,0.7920870780944824,0.6050534844398499,0.844245195388794,0.8420003056526184,0.8534380793571472,0.8475893139839172,0.9243526458740234
cgnet,rois,multiclass,1,12,5pm,0.7713168263435364,0.5811989307403564,0.8373915553092957,0.8291285037994385,0.836995005607605,0.8243216276168823,0.8964726328849792
cgnet,rois,multiclass,1,12,6pm,0.7651672959327698,0.5797039866447449,0.8442263007164001,0.8300331830978394,0.8387336730957031,0.8294047713279724,0.8945860862731934
cgnet,rois,multiclass,1,12,7pm,0.7625445127487183,0.5785897374153137,0.846839964389801,0.8276376724243164,0.8315871953964233,0.8203158974647522,0.9094970226287842
cgnet,rois,multiclass,1,12,8pm,0.7550007104873657,0.5731276869773865,0.8489121198654175,0.830375075340271,0.8354825377464294,0.8294923901557922,0.9064871668815612
cgnet,rois,multiclass,1,13,8am,0.782432496547699,0.5989958047866821,0.8705288767814636,0.863911509513855,0.8912014961242676,0.8912791013717651,0.9499003887176514
cgnet,rois,multiclass,1,13,9am,0.8007068634033203,0.6155306100845337,0.8677272200584412,0.860994279384613,0.892738401889801,0.8944730162620544,0.9514954090118408
cgnet,rois,multiclass,1,13,10am,0.80416339635849,0.6219022274017334,0.8751469254493713,0.8677036166191101,0.8904045224189758,0.8879587054252625,0.9521142840385436
cgnet,rois,multiclass,1,13,11am,0.7918214201927185,0.6090124249458313,0.8705651164054871,0.8602771759033203,0.8813347816467285,0.879798412322998,0.9494446516036988
cgnet,rois,multiclass,1,13,12pm,0.7915340662002563,0.6087954640388489,0.8739475607872009,0.8646994829177856,0.8825345635414124,0.8845261335372925,0.94776451587677
cgnet,rois,multiclass,1,13,1pm,0.7955483198165894,0.6132286190986633,0.8734827637672424,0.8683017492294312,0.89290452003479,0.8901395201683044,0.9442579746246338
cgnet,rois,multiclass,1,13,2pm,0.7964044213294983,0.6124821901321411,0.8674964308738708,0.8661653995513916,0.8881416320800781,0.8899876475334167,0.9395045638084412
cgnet,rois,multiclass,1,13,3pm,0.7896772027015686,0.6040871739387512,0.8578543066978455,0.8605061769485474,0.8867002725601196,0.8807827830314636,0.9346935749053956
cgnet,rois,multiclass,1,13,4pm,0.799239993095398,0.6153187155723572,0.8656366467475891,0.8648931980133057,0.8889819979667664,0.8902164697647095,0.9404932856559752
cgnet,rois,multiclass,1,13,5pm,0.7801644206047058,0.5948113203048706,0.8564409017562866,0.8567696213722229,0.8825191259384155,0.8822264671325684,0.9360331892967224
cgnet,rois,multiclass,1,13,6pm,0.7882223725318909,0.6040679216384888,0.86191326379776,0.8583435416221619,0.8856834769248962,0.8862307071685791,0.934970200061798
cgnet,rois,multiclass,1,13,7pm,0.7885624170303345,0.6049377918243408,0.864287257194519,0.8643274307250977,0.8820744752883911,0.879849374294281,0.9364351034164428
cgnet,rois,multiclass,1,13,8pm,0.7779889702796936,0.5956512093544006,0.8646198511123657,0.8599352240562439,0.8786355257034302,0.8745617866516113,0.9368954300880432
cgnet,rois,multiclass,1,14,9am,0.7949379086494446,0.6118391752243042,0.8700243234634399,0.8647117018699646,0.8888552784919739,0.8873641490936279,0.9470670223236084
cgnet,rois,multiclass,1,14,10am,0.776256263256073,0.5974318385124207,0.8717058897018433,0.8610963225364685,0.8832967281341553,0.8830934762954712,0.9462550282478333
cgnet,rois,multiclass,1,14,11am,0.762075662612915,0.5846614241600037,0.8684335350990295,0.860407829284668,0.8793589472770691,0.8803010582923889,0.9470542073249816
cgnet,rois,multiclass,1,14,12pm,0.7443491220474243,0.5706872940063477,0.871584951877594,0.8586447238922119,0.8786941170692444,0.8815542459487915,0.9353178143501282
cgnet,rois,multiclass,1,14,1pm,0.7554890513420105,0.579563319683075,0.8659567832946777,0.8523406386375427,0.87735515832901,0.8784130215644836,0.9295669794082642
cgnet,rois,multiclass,1,14,2pm,0.7517732977867126,0.5769500136375427,0.8612001538276672,0.8502373695373535,0.8757331371307373,0.8751173615455627,0.9317771196365356
cgnet,rois,multiclass,1,14,3pm,0.754963219165802,0.5791994333267212,0.8652130365371704,0.848973274230957,0.8750302195549011,0.8783647418022156,0.9365659356117249
cgnet,rois,multiclass,1,14,4pm,0.7634077072143555,0.5854577422142029,0.8652731776237488,0.8534040451049805,0.8747819066047668,0.8770204186439514,0.93547785282135
cgnet,rois,multiclass,1,14,5pm,0.7562714219093323,0.5787646770477295,0.8590767979621887,0.847465991973877,0.8729987144470215,0.8779658079147339,0.9350391626358032
cgnet,rois,multiclass,1,14,6pm,0.7566908597946167,0.5797773599624634,0.8634042739868164,0.8491349816322327,0.8727235794067383,0.8791276812553406,0.9360762238502502
cgnet,rois,multiclass,1,14,7pm,0.7429800033569336,0.5692709684371948,0.8555148839950562,0.8437711000442505,0.8531593680381775,0.8506799340248108,0.9268625974655152
cgnet,rois,multiclass,1,14,8pm,0.7149497270584106,0.5503029227256775,0.8612001538276672,0.843443751335144,0.8458619117736816,0.8434325456619263,0.917569637298584
